UnionValid	((T (T (T (T E 1 2 E) 2 3 (T E 3 1 E)) 4 0 E) 6 3 E) (T (T E 1 3 E) 3 2 (T E 4 2 E)))
UnionValid	((T (T E 0 0 E) 1 1 (T (T E 2 0 E) 3 1 E)) (T (T E 0 0 E) 1 1 (T E 2 1 E)))
UnionValid	(E E)
UnionValid	((T (T (T E 4 2 E) 2 2 E) 4 0 (T E 2 1 E)) (T E 5 2 E))
UnionValid	((T E 0 1 (T (T E 1 1 (T E 2 2 E)) 4 2 (T E 5 2 E))) E)
UnionValid	(E (T (T E 0 3 E) 1 0 (T (T E 3 3 E) 5 0 (T E 6 1 E))))
UnionValid	((T (T E 0 3 (T E 1 0 E)) 3 1 (T E 4 2 E)) (T (T E 6 2 E) 2 2 (T E 4 2 E)))
UnionValid	(E (T E 3 1 (T E 4 1 E)))
UnionValid	((T E 0 2 (T (T E 1 1 E) 3 1 E)) (T (T (T E 2 2 E) 4 0 E) 5 2 (T E 6 3 E)))
UnionValid	((T (T E 0 1 E) 1 1 (T E 3 3 (T E 4 0 E))) (T (T (T E 0 3 (T E 1 3 E)) 4 0 (T E 5 0 E)) 6 1 E))
InsertPost	((T (T E 1 1 E) 2 1 E) 5 0 3)
InsertPost	((T E 2 1 E) 6 0 5)
InsertPost	((T (T E 3 1 E) 5 2 E) 2 3 2)
InsertPost	(E 5 5 4)
InsertPost	((T E 3 0 (T (T E 5 3 E) 6 3 E)) 1 4 0)
InsertPost	((T E 1 1 (T E 4 1 E)) 6 0 6)
InsertPost	((T (T (T E 1 0 E) 4 1 (T E 5 0 E)) 6 1 E) 1 0 6)
InsertPost	((T E 6 2 (T (T E 3 1 E) 2 0 E)) 5 3 0)
InsertPost	((T (T E 0 3 E) 3 0 E) 1 3 2)
InsertPost	((T (T E 1 3 E) 5 3 (T E 6 1 E)) 6 1 3)
InsertPost	((T (T (T (T E 0 2 E) 1 0 E) 2 2 (T E 3 3 E)) 6 3 E) 0 4 2)
InsertPost	(E 1 0 0)
InsertPost	((T (T E 2 1 (T E 4 1 E)) 5 3 E) 5 2 3)
InsertPost	(E 1 0 1)
InsertPost	((T (T E 0 0 E) 1 3 (T E 6 1 E)) 4 3 3)
InsertPost	((T (T E 3 0 E) 5 0 E) 0 2 6)
InsertPost	(E 3 5 4)
InsertPost	((T E 0 0 (T (T E 3 1 E) 4 0 (T E 5 1 (T E 6 3 E)))) 4 3 0)
InsertPost	((T (T E 3 2 E) 6 2 E) 3 4 4)
InsertPost	((T (T E 1 1 (T E 5 0 E)) 2 2 (T (T E 3 2 E) 4 2 (T E 4 2 E))) 5 1 2)
InsertPost	(E 0 3 6)
InsertPost	((T E 3 1 (T (T E 4 1 E) 6 3 E)) 5 6 1)
DeletePost	((T (T E 2 3 E) 3 3 E) 4 0)
DeletePost	(E 5 2)
DeletePost	((T (T (T E 0 2 (T E 1 0 (T E 2 1 E))) 3 1 E) 5 0 E) 6 0)
DeletePost	(E 3 4)
DeletePost	((T E 1 3 (T (T E 2 1 (T E 4 3 (T E 5 0 E))) 6 1 E)) 1 1)
DeletePost	((T (T E 1 3 (T E 3 1 (T E 5 1 E))) 6 0 E) 3 4)
DeletePost	((T (T (T E 0 0 E) 1 1 E) 2 0 (T E 4 1 (T E 6 0 E))) 2 4)
DeletePost	(E 2 6)
DeletePost	((T (T (T (T E 0 0 E) 1 3 E) 2 1 (T E 3 1 E)) 4 3 E) 1 5)
DeletePost	((T E 4 2 E) 0 6)
DeletePost	(E 5 2)
DeletePost	(E 6 1)
DeletePost	((T (T (T (T E 0 2 E) 3 3 E) 4 2 E) 6 2 E) 6 0)
DeletePost	((T (T E 5 2 E) 6 0 E) 4 5)
DeletePost	((T E 0 0 E) 5 4)
DeletePost	(E 1 2)
DeletePost	((T (T E 0 1 E) 2 0 (T E 3 0 (T (T E 4 3 E) 5 2 E))) 6 2)
DeletePost	((T (T E 0 2 (T E 4 1 (T E 5 1 E))) 6 1 E) 3 4)
DeletePost	((T E 1 2 (T (T E 2 2 E) 3 1 (T (T E 5 3 E) 6 1 E))) 6 5)
DeletePost	((T E 3 2 (T E 1 3 (T E 1 0 E))) 4 2)
DeletePost	((T (T E 0 0 (T E 1 2 E)) 2 2 (T E 3 3 (T E 6 2 E))) 6 6)
DeletePost	((T E 4 0 E) 6 0)
UnionPost	((T (T (T (T E 0 0 E) 1 0 E) 2 3 (T E 4 3 E)) 5 2 E) (T E 3 0 (T E 5 3 E)) 0)
UnionPost	((T E 0 1 (T (T (T E 1 1 E) 4 0 E) 5 2 (T E 6 1 E))) (T (T (T (T E 1 2 E) 4 1 E) 5 3 E) 6 0 E) 6)
UnionPost	((T (T (T (T E 0 0 E) 2 3 E) 3 2 (T E 5 2 E)) 6 2 E) E 2)
UnionPost	(E E 2)
UnionPost	((T (T E 0 3 E) 5 3 E) (T (T (T E 0 2 E) 3 3 E) 4 0 (T (T E 5 2 E) 6 0 E)) 5)
UnionPost	((T E 0 3 (T (T E 2 2 E) 4 0 E)) (T (T E 0 1 (T (T E 2 0 E) 4 3 E)) 5 0 E) 2)
UnionPost	((T (T E 0 3 E) 2 3 (T (T E 5 0 E) 6 1 E)) (T (T (T E 4 0 E) 6 0 (T E 4 2 E)) 6 3 E) 6)
UnionPost	((T (T (T E 6 2 E) 0 0 (T E 0 0 E)) 1 1 E) (T (T E 1 0 (T (T (T E 3 3 E) 4 0 E) 5 1 E)) 6 2 E) 2)
UnionPost	(E (T E 1 3 (T E 2 1 (T E 4 3 E))) 0)
UnionPost	((T E 6 3 E) (T (T E 2 3 (T E 3 2 E)) 4 1 E) 6)
UnionPost	((T E 2 3 (T (T (T E 3 2 E) 4 0 E) 5 0 E)) (T E 2 2 (T (T E 5 3 E) 6 3 (T E 2 0 E))) 3)
UnionPost	(E (T E 0 2 (T E 4 3 (T E 5 2 E))) 1)
UnionPost	((T (T E 1 1 E) 4 1 E) (T (T E 0 1 E) 6 2 E) 1)
UnionPost	((T (T E 1 3 (T E 2 2 E)) 4 0 E) (T E 0 3 (T (T (T E 2 1 E) 3 2 E) 4 0 (T E 6 1 E))) 5)
UnionPost	((T (T (T (T E 1 0 E) 2 1 (T E 3 2 E)) 4 3 E) 5 1 E) E 0)
UnionPost	((T (T E 6 0 (T E 5 1 E)) 2 2 (T (T E 0 2 E) 3 1 E)) (T (T E 2 1 E) 3 1 (T E 6 0 E)) 5)
UnionPost	((T (T (T E 2 0 E) 3 3 E) 4 3 E) E 5)
UnionPost	((T (T E 2 0 E) 4 2 E) (T E 3 3 E) 6)
UnionPost	((T (T E 0 3 E) 1 2 (T E 5 3 E)) (T E 4 2 (T E 5 2 E)) 5)
UnionPost	(E E 2)
UnionPost	((T (T E 0 0 (T (T E 1 1 E) 4 2 E)) 6 3 E) (T (T E 0 2 E) 1 0 E) 2)
UnionPost	((T E 3 0 E) (T E 2 1 (T E 4 1 E)) 2)
InsertModel	((T (T E 1 0 (T E 2 3 E)) 3 1 (T E 4 0 E)) 0 4)
InsertModel	(E 1 5)
InsertModel	((T (T E 3 2 E) 6 2 E) 2 0)
InsertModel	((T (T E 1 2 E) 6 1 E) 5 5)
InsertModel	((T (T E 0 0 E) 4 1 (T E 5 2 E)) 3 4)
InsertModel	(E 5 1)
InsertModel	((T E 0 0 (T (T E 4 0 E) 6 1 E)) 3 0)
InsertModel	((T E 0 2 (T (T E 1 0 E) 0 3 (T E 3 1 E))) 0 6)
InsertModel	((T E 0 0 (T (T E 3 2 E) 4 3 (T E 5 2 E))) 6 6)
InsertModel	((T (T E 0 0 E) 1 2 (T (T E 3 3 E) 5 3 E)) 5 5)
InsertModel	(E 6 6)
InsertModel	((T (T (T E 2 1 E) 5 2 E) 5 3 (T E 3 2 (T E 3 3 E))) 2 2)
InsertModel	((T E 0 1 E) 1 5)
InsertModel	((T (T E 0 1 E) 2 1 E) 2 4)
InsertModel	((T (T E 1 0 E) 3 0 (T (T E 4 3 E) 5 0 (T E 6 0 E))) 2 5)
InsertModel	(E 5 2)
InsertModel	(E 6 4)
InsertModel	((T (T (T E 0 0 E) 1 2 (T (T E 2 2 E) 4 0 E)) 5 3 E) 0 1)
InsertModel	((T E 5 2 E) 5 1)
InsertModel	((T E 3 1 (T E 4 0 (T E 4 3 E))) 5 1)
InsertModel	((T E 5 1 E) 5 6)
InsertModel	((T E 6 0 E) 3 5)
DeleteModel	((T E 3 1 E) 1)
DeleteModel	(E 0)
DeleteModel	((T (T E 2 1 E) 4 1 (T E 5 1 E)) 6)
DeleteModel	((T E 2 3 E) 0)
DeleteModel	((T (T E 1 1 E) 2 1 (T (T E 3 3 E) 4 2 (T E 6 3 E))) 0)
DeleteModel	((T E 2 1 E) 6)
DeleteModel	((T E 6 1 E) 3)
DeleteModel	((T E 6 1 E) 1)
DeleteModel	((T (T E 0 3 E) 2 2 (T E 3 3 E)) 1)
DeleteModel	((T (T E 2 0 (T E 3 0 E)) 4 0 E) 0)
DeleteModel	((T (T E 0 0 E) 1 2 E) 3)
DeleteModel	((T (T (T E 0 1 E) 6 1 (T E 4 1 E)) 1 2 E) 6)
DeleteModel	(E 0)
DeleteModel	((T (T E 1 2 E) 4 3 E) 3)
DeleteModel	((T E 4 1 E) 4)
DeleteModel	(E 2)
DeleteModel	((T (T (T E 1 1 (T E 3 1 E)) 4 2 E) 5 3 E) 3)
DeleteModel	((T (T E 0 0 E) 2 2 (T E 3 1 (T E 6 2 E))) 0)
DeleteModel	(E 3)
DeleteModel	(E 0)
DeleteModel	(E 1)
DeleteModel	((T (T E 2 1 E) 3 3 (T E 4 0 (T E 5 2 (T E 6 0 E)))) 2)
UnionModel	((T E 3 3 E) (T E 2 2 E))
UnionModel	((T (T (T (T E 0 0 E) 3 2 E) 4 0 E) 6 2 E) (T (T E 1 2 E) 3 1 (T E 4 0 E)))
UnionModel	((T E 0 1 (T E 2 2 E)) E)
UnionModel	((T E 2 2 (T (T E 2 0 E) 5 3 (T E 0 2 E))) (T E 0 0 (T E 4 3 (T E 6 3 E))))
UnionModel	((T (T E 1 1 E) 5 3 E) (T (T E 2 3 (T E 4 2 E)) 6 1 E))
UnionModel	(E (T (T (T E 0 1 E) 3 3 (T E 4 0 E)) 5 2 E))
UnionModel	((T E 0 0 (T (T E 1 0 E) 2 2 (T E 4 3 E))) (T E 3 3 (T (T E 3 1 E) 0 2 E)))
UnionModel	(E (T E 2 3 E))
UnionModel	((T (T E 0 0 (T E 3 3 E)) 5 3 E) E)
UnionModel	((T (T (T (T E 0 0 E) 1 3 E) 3 1 E) 5 3 (T E 6 1 E)) (T (T E 0 0 E) 3 0 E))
UnionModel	((T (T (T E 2 2 E) 4 0 E) 6 2 E) (T (T E 6 2 E) 0 2 E))
UnionModel	((T E 2 3 E) (T E 0 2 E))
UnionModel	(E (T (T (T E 0 0 (T E 2 0 E)) 3 2 E) 4 0 (T E 6 1 E)))
UnionModel	((T (T E 0 1 (T E 3 3 E)) 4 0 (T E 6 0 E)) (T (T E 2 3 E) 5 0 (T E 6 0 E)))
UnionModel	((T (T E 0 2 E) 2 3 (T E 5 1 (T E 6 3 E))) E)
UnionModel	((T (T (T E 4 1 E) 2 3 E) 4 1 (T (T E 0 1 E) 2 2 (T E 2 2 E))) (T (T (T E 2 0 E) 3 0 (T E 5 3 E)) 6 2 E))
UnionModel	((T (T E 2 1 E) 3 1 E) (T (T (T E 0 1 E) 2 3 (T E 3 1 E)) 4 3 (T E 6 3 E)))
UnionModel	((T E 5 3 E) (T (T E 0 0 E) 4 1 E))
UnionModel	(E (T (T (T E 6 2 E) 5 3 E) 5 3 E))
UnionModel	((T E 6 0 E) (T E 3 2 (T E 5 1 E)))
UnionModel	((T E 6 1 E) (T (T E 0 3 E) 2 2 (T E 4 0 E)))
UnionModel	(E (T (T E 0 3 (T E 2 0 E)) 3 0 (T E 5 3 E)))
InsertInsert	((T (T E 0 3 (T E 1 1 E)) 4 3 (T (T E 5 1 E) 6 3 E)) 5 5 5 1)
InsertInsert	((T (T E 1 3 E) 2 0 (T E 3 0 (T (T E 4 0 E) 6 1 E))) 6 0 1 6)
InsertInsert	((T (T E 2 0 E) 4 0 E) 1 1 2 4)
InsertInsert	(E 5 0 5 2)
InsertInsert	(E 2 5 5 0)
InsertInsert	((T (T E 0 0 (T (T E 1 0 E) 2 0 E)) 5 3 (T E 6 0 E)) 5 3 6 5)
InsertInsert	((T E 2 1 (T E 6 1 E)) 6 6 2 4)
InsertInsert	((T (T E 6 0 E) 2 1 (T (T E 3 0 E) 6 2 (T E 3 0 E))) 3 5 3 2)
InsertInsert	((T E 1 2 (T E 4 2 E)) 2 5 6 0)
InsertInsert	((T (T E 0 1 E) 1 3 (T (T E 2 3 E) 3 1 (T E 6 2 E))) 0 3 4 6)
InsertInsert	((T E 0 3 (T (T (T E 1 0 (T E 2 2 E)) 4 2 E) 5 2 E)) 3 5 1 0)
InsertInsert	((T E 0 0 (T (T E 3 0 E) 1 2 (T E 2 3 E))) 3 3 0 1)
InsertInsert	((T (T E 0 0 E) 1 0 E) 6 1 6 0)
InsertInsert	((T (T E 0 0 E) 1 1 E) 1 1 5 6)
InsertInsert	((T E 4 3 E) 6 4 0 4)
InsertInsert	((T (T (T E 4 3 E) 3 2 E) 0 1 (T (T E 1 3 E) 6 1 (T E 6 3 E))) 1 1 6 1)
InsertInsert	((T (T E 0 0 E) 2 2 E) 0 5 2 3)
InsertInsert	((T (T (T E 0 2 (T E 1 0 E)) 2 2 E) 5 0 (T E 6 1 E)) 3 2 4 1)
InsertInsert	((T (T E 1 2 E) 3 0 (T E 4 0 (T (T E 5 1 E) 6 2 E))) 0 2 6 4)
InsertInsert	((T (T E 4 3 (T E 2 3 E)) 0 1 E) 5 1 3 5)
InsertInsert	((T E 1 0 (T (T (T E 4 3 E) 5 0 E) 6 0 E)) 0 0 2 5)
InsertInsert	(E 0 6 0 3)
InsertDelete	((T E 3 0 E) 1 4 5)
InsertDelete	((T E 5 3 E) 1 3 3)
InsertDelete	((T E 2 1 (T (T (T E 4 1 E) 5 3 E) 6 2 E)) 0 0 6)
InsertDelete	((T (T (T E 3 3 E) 6 1 (T E 3 3 E)) 2 3 (T E 0 3 (T E 5 0 E))) 1 6 2)
InsertDelete	((T (T E 0 1 E) 3 1 (T (T E 4 1 E) 5 1 (T E 6 0 E))) 3 2 1)
InsertDelete	(E 3 3 4)
InsertDelete	((T (T (T E 1 1 E) 2 1 E) 3 3 (T E 6 1 E)) 3 6 5)
InsertDelete	(E 1 5 4)
InsertDelete	(E 5 0 1)
InsertDelete	(E 0 6 0)
InsertDelete	((T (T E 4 2 E) 5 3 E) 1 1 5)
InsertDelete	(E 6 3 1)
InsertDelete	(E 4 5 0)
InsertDelete	((T E 2 2 E) 0 6 4)
InsertDelete	((T E 0 1 (T E 4 0 (T E 5 0 E))) 6 4 2)
InsertDelete	((T E 4 3 (T E 4 2 (T E 3 3 E))) 6 2 0)
InsertDelete	((T (T (T E 1 0 E) 5 2 E) 6 3 E) 0 5 6)
InsertDelete	(E 5 6 0)
InsertDelete	(E 5 3 0)
InsertDelete	((T (T (T E 3 2 E) 4 0 (T E 5 1 E)) 4 3 E) 2 5 1)
InsertDelete	(E 3 4 2)
InsertDelete	(E 3 3 3)
InsertUnion	((T E 1 3 (T (T (T E 2 0 E) 4 2 E) 6 3 E)) (T (T (T E 0 3 E) 3 2 E) 4 3 (T E 6 2 E)) 1 2)
InsertUnion	(E (T (T E 2 0 E) 4 2 (T E 5 2 E)) 5 1)
InsertUnion	(E E 3 6)
InsertUnion	((T (T (T E 5 2 E) 0 2 E) 1 0 (T (T E 0 2 E) 4 0 E)) (T (T (T (T E 1 3 E) 2 1 E) 5 0 E) 6 2 E) 3 5)
InsertUnion	((T (T E 0 0 E) 1 2 (T (T E 2 2 E) 5 2 E)) (T E 5 1 E) 3 2)
InsertUnion	((T (T E 0 2 E) 2 0 (T E 5 2 E)) (T (T E 1 3 (T E 2 2 E)) 3 2 (T E 5 3 E)) 3 4)
InsertUnion	((T E 0 2 E) (T (T E 1 2 (T E 6 2 E)) 5 1 E) 5 1)
InsertUnion	(E (T (T E 3 0 E) 6 3 E) 0 2)
InsertUnion	((T (T E 0 3 (T (T E 2 0 E) 3 1 (T E 4 2 E))) 6 3 E) (T E 0 0 E) 6 2)
InsertUnion	((T E 2 0 (T E 4 3 E)) (T E 0 1 E) 0 5)
InsertUnion	((T E 1 2 (T E 3 3 (T E 5 3 (T E 6 0 E)))) E 1 0)
InsertUnion	(E (T (T E 0 0 E) 1 0 (T E 4 3 (T E 5 2 (T E 6 3 E)))) 2 3)
InsertUnion	(E E 6 5)
InsertUnion	((T (T (T E 0 3 E) 3 2 E) 4 0 (T E 5 3 E)) (T (T (T E 0 2 E) 1 3 (T E 2 1 (T E 3 0 E))) 6 0 E) 2 1)
InsertUnion	((T E 3 2 E) E 2 0)
InsertUnion	(E (T E 0 0 (T E 6 0 E)) 5 4)
InsertUnion	((T (T E 0 3 (T (T E 1 2 E) 3 1 E)) 6 1 E) (T (T E 2 3 (T E 3 0 E)) 4 3 (T E 5 0 E)) 4 4)
InsertUnion	((T (T (T E 0 2 E) 2 0 E) 3 3 (T (T E 5 2 E) 6 2 E)) (T (T (T E 0 2 E) 1 0 (T E 3 1 E)) 4 1 (T E 6 2 E)) 3 4)
InsertUnion	(E (T (T (T E 6 0 E) 1 3 E) 0 3 E) 3 2)
InsertUnion	((T E 0 3 E) (T E 0 2 (T (T (T E 2 0 E) 3 2 (T E 5 2 E)) 6 2 E)) 2 4)
InsertUnion	((T E 1 0 (T E 2 2 E)) (T (T E 1 1 E) 2 1 (T (T E 3 0 E) 4 3 (T E 5 2 E))) 3 1)
InsertUnion	(E (T (T E 0 0 E) 1 2 (T (T E 2 0 E) 4 1 (T E 6 0 E))) 1 5)
DeleteInsert	((T E 3 3 (T (T E 4 0 E) 5 1 (T E 6 0 E))) 4 5 1)
DeleteInsert	(E 1 3 3)
DeleteInsert	((T E 3 2 E) 2 3 2)
DeleteInsert	((T (T E 5 3 E) 6 2 (T (T E 3 3 E) 6 0 (T E 3 0 E))) 1 3 5)
DeleteInsert	((T (T E 1 2 E) 3 0 (T E 4 1 E)) 2 2 5)
DeleteInsert	((T E 0 2 (T (T E 2 1 (T E 3 1 E)) 4 3 (T E 5 1 E))) 6 1 2)
DeleteInsert	((T E 0 0 (T E 2 1 (T (T E 3 2 E) 5 2 (T E 6 2 E)))) 3 1 4)
DeleteInsert	((T (T E 6 3 (T E 4 2 E)) 0 0 (T E 3 0 E)) 5 5 2)
DeleteInsert	((T (T E 0 1 (T E 2 2 E)) 3 0 (T (T E 4 2 E) 5 1 E)) 2 6 4)
DeleteInsert	(E 4 4 5)
DeleteInsert	((T E 5 3 E) 3 1 1)
DeleteInsert	((T E 3 2 (T E 2 2 (T E 1 3 E))) 4 1 4)
DeleteInsert	((T E 0 1 (T (T E 5 0 E) 6 3 E)) 2 0 6)
DeleteInsert	((T E 0 0 E) 2 6 4)
DeleteInsert	(E 4 1 4)
DeleteInsert	(E 4 1 6)
DeleteInsert	((T (T E 0 0 E) 2 3 (T E 4 2 (T E 6 3 E))) 2 3 2)
DeleteInsert	((T E 4 1 E) 2 3 2)
DeleteInsert	((T (T (T (T E 0 1 E) 2 0 E) 5 1 E) 6 3 E) 1 4 3)
DeleteInsert	((T (T E 3 1 (T E 6 1 E)) 6 1 E) 0 0 3)
DeleteInsert	((T (T E 1 2 E) 2 1 (T (T (T E 3 0 E) 4 3 E) 5 1 E)) 0 3 0)
DeleteInsert	((T (T (T E 0 0 E) 2 0 (T E 4 1 (T E 5 1 E))) 6 2 E) 5 6 1)
DeleteDelete	((T (T E 0 1 E) 1 0 (T (T E 2 1 (T E 4 1 E)) 5 2 E)) 3 1)
DeleteDelete	((T (T E 1 2 E) 3 3 (T E 6 2 E)) 0 1)
DeleteDelete	((T E 1 2 E) 3 2)
DeleteDelete	((T (T E 0 1 (T E 6 2 E)) 5 2 E) 0 4)
DeleteDelete	((T (T (T E 0 3 E) 1 0 E) 3 2 (T (T E 4 0 E) 5 1 E)) 0 6)
DeleteDelete	((T (T E 2 2 E) 3 1 (T (T (T E 4 1 E) 5 0 E) 6 2 E)) 1 2)
DeleteDelete	((T (T (T (T E 0 2 E) 1 1 E) 3 3 E) 4 2 E) 5 6)
DeleteDelete	(E 6 3)
DeleteDelete	((T E 1 0 (T E 5 1 E)) 5 2)
DeleteDelete	((T (T E 2 3 (T E 3 1 E)) 5 3 E) 2 4)
DeleteDelete	((T (T E 0 1 E) 3 2 (T E 4 1 (T E 5 0 (T E 6 2 E)))) 1 3)
DeleteDelete	((T (T E 5 2 E) 5 2 (T E 2 3 E)) 1 0)
DeleteDelete	((T (T (T E 2 0 E) 3 0 E) 5 1 E) 0 1)
DeleteDelete	((T (T E 1 2 E) 2 1 (T E 3 3 (T (T E 5 0 E) 6 0 E))) 2 0)
DeleteDelete	((T E 0 0 (T E 1 3 (T (T E 4 0 E) 5 1 (T E 6 2 E)))) 1 5)
DeleteDelete	((T (T E 5 2 (T E 4 2 E)) 6 2 (T (T E 5 3 E) 0 0 (T E 3 3 E))) 3 3)
DeleteDelete	((T E 1 2 (T (T E 2 3 E) 3 2 (T E 5 0 (T E 6 1 E)))) 2 1)
DeleteDelete	((T E 1 3 (T E 5 2 E)) 1 5)
DeleteDelete	((T (T E 0 2 E) 1 1 (T (T E 2 0 (T E 5 1 E)) 6 2 E)) 0 0)
DeleteDelete	(E 6 4)
DeleteDelete	((T E 2 1 (T (T E 3 3 E) 5 2 E)) 1 4)
DeleteDelete	((T E 3 3 E) 3 0)
DeleteUnion	((T (T E 0 3 (T E 4 3 (T E 5 2 E))) 6 2 E) (T (T (T (T E 0 0 E) 2 3 E) 3 2 E) 4 1 (T E 5 0 E)) 4)
DeleteUnion	((T E 6 2 E) E 3)
DeleteUnion	((T (T E 0 1 E) 6 3 E) E 2)
DeleteUnion	((T (T (T E 5 0 E) 0 1 (T E 5 0 E)) 1 1 E) (T (T E 0 3 E) 1 3 (T (T E 3 2 E) 4 3 E)) 0)
DeleteUnion	((T E 5 3 E) E 6)
DeleteUnion	((T E 0 1 (T (T E 1 1 (T E 3 1 E)) 4 2 (T E 5 2 E))) (T (T E 3 0 E) 4 1 (T E 5 2 E)) 5)
DeleteUnion	((T E 2 1 (T E 6 1 E)) (T (T (T E 1 2 E) 3 2 (T E 5 3 E)) 0 0 (T E 0 0 E)) 0)
DeleteUnion	(E (T E 5 0 E) 5)
DeleteUnion	(E E 0)
DeleteUnion	((T E 5 3 E) (T (T E 3 2 E) 4 3 E) 2)
DeleteUnion	((T E 4 0 (T E 5 1 E)) (T E 1 3 (T E 4 3 E)) 5)
DeleteUnion	((T E 5 1 (T (T E 2 0 E) 4 2 (T E 1 1 E))) (T (T E 0 1 (T E 4 1 E)) 5 3 (T E 6 2 E)) 2)
DeleteUnion	(E (T (T E 1 2 (T (T E 2 3 E) 3 0 (T E 5 3 E))) 6 1 E) 6)
DeleteUnion	((T E 1 3 (T E 2 0 E)) (T (T (T E 1 3 E) 2 2 (T E 3 1 E)) 4 1 (T E 6 2 E)) 1)
DeleteUnion	((T (T (T E 0 1 E) 2 0 (T E 3 2 E)) 4 2 E) E 1)
DeleteUnion	(E (T (T E 0 3 (T E 4 3 E)) 5 3 (T E 6 0 E)) 3)
DeleteUnion	((T E 0 3 (T (T E 3 2 E) 5 1 E)) (T (T E 0 3 (T E 1 1 (T E 3 0 E))) 5 1 (T E 6 2 E)) 5)
DeleteUnion	((T E 1 2 (T E 3 3 (T (T E 5 0 E) 6 2 E))) (T (T E 4 3 E) 5 1 (T E 6 1 E)) 3)
DeleteUnion	((T E 3 0 (T E 6 3 E)) (T E 0 0 (T E 4 2 E)) 0)
DeleteUnion	(E (T E 3 2 (T E 4 2 (T E 5 2 E))) 5)
